identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0006300950;STELIA AEROSPACE;2020;Air;Composés organiques volatils non méthaniques (COVNM);36100;kg/an
0006300987;FMGC;2020;Air;Composés organiques volatils non méthaniques (COVNM);141000;kg/an
0006301017;SPBI;2020;Air;Composés organiques volatils non méthaniques (COVNM);42700;kg/an
0006301139;BSN medical SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);66300;kg/an
0006301144;ZaCh System SA;2020;Air;Composés organiques volatils non méthaniques (COVNM);47400;kg/an
0006301207;TOTAL Raffinage France;2020;Air;Composés organiques volatils non méthaniques (COVNM);870000;kg/an
0006301239;KNAUF ILE DE FRANCE / OUEST - St Philbert du Peuple;2020;Air;Composés organiques volatils non méthaniques (COVNM);58900;kg/an
0006301292;SPPP;2020;Air;Composés organiques volatils non méthaniques (COVNM);125000;kg/an
0006301293;Ardagh MP West France SA;2020;Air;Composés organiques volatils non méthaniques (COVNM);79600;kg/an
0006301297;PAULSTRA SNC;2020;Air;Composés organiques volatils non méthaniques (COVNM);48600;kg/an
0006301362;ALLTUB FRANCE SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);46200;kg/an
0006301404;ARMOR;2020;Air;Composés organiques volatils non méthaniques (COVNM);234000;kg/an
0006301411;CARGILL France;2020;Air;Composés organiques volatils non méthaniques (COVNM);52800;kg/an
0006301622;Cromology Research & Industry Ouest;2020;Air;Composés organiques volatils non méthaniques (COVNM);39500;kg/an
0006301770;Chantiers de l'Atlantique;2020;Air;Composés organiques volatils non méthaniques (COVNM);143000;kg/an
0006302121;AMCOR FLEXIBLES MONTREUIL BELLAY SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);62200;kg/an
0006302331;EMSUR SPO SPOEX;2020;Air;Composés organiques volatils non méthaniques (COVNM);44000;kg/an
0006302838;SPBI;2020;Air;Composés organiques volatils non méthaniques (COVNM);44500;kg/an
0006303969;HUTCHINSON JEHIER;2020;Air;Composés organiques volatils non méthaniques (COVNM);76700;kg/an
0006400332;ROBERTET PLAN DE GRASSE;2020;Air;Composés organiques volatils non méthaniques (COVNM);179000;kg/an
0006400333;ROBERTET SA;2020;Air;Composés organiques volatils non méthaniques (COVNM);195000;kg/an
0006400337;KERRY FLAVOURS FRANCE SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);136000;kg/an
0006400402;SAINT-GOBAIN ISOVER;2020;Air;Composés organiques volatils non méthaniques (COVNM);99800;kg/an
0006400589;AIRBUS HELICOPTERS;2020;Air;Composés organiques volatils non méthaniques (COVNM);85800;kg/an
0006400651;ARKEMA FRANCE SA;2020;Air;Composés organiques volatils non méthaniques (COVNM);161000;kg/an
0006400772;ARDAGH METAL BEVERAGE FRANCE SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);35000;kg/an
0006400881;GRT GAZ SMC;2020;Air;Composés organiques volatils non méthaniques (COVNM);31400;kg/an
0006400908;SIRAP GEMA (NOVES);2020;Air;Composés organiques volatils non méthaniques (COVNM);50000;kg/an
0006400942;Kem One Lavera;2020;Air;Composés organiques volatils non méthaniques (COVNM);283000;kg/an
0006400955;NAPHTACHIMIE;2020;Air;Composés organiques volatils non méthaniques (COVNM);466000;kg/an
0006400978;BUTAGAZ - Site de Rognac;2020;Air;Composés organiques volatils non méthaniques (COVNM);65800;kg/an
0006400990;KEM ONE France;2020;Air;Composés organiques volatils non méthaniques (COVNM);136000;kg/an
0006400997;LYONDELL CHIMIE France SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);79900;kg/an
0006401007;COMPAGNIE PETROCHIMIQUE DE BERRE SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);173000;kg/an
0006401013;SOLAMAT MEREX;2020;Air;Composés organiques volatils non méthaniques (COVNM);36800;kg/an
0006401029;ESSO Raffinage SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);272000;kg/an
0006401052;ARCELORMITTAL Méditerranée;2020;Air;Composés organiques volatils non méthaniques (COVNM);348000;kg/an
0006401567;LAFARGEHOLCIM CIMENTS;2020;Air;Composés organiques volatils non méthaniques (COVNM);60900;kg/an
0006402211;Petroineos Manufacturing France SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);335000;kg/an
0006500690;AMCOR FLEXIBLES SPS;2020;Air;Composés organiques volatils non méthaniques (COVNM);41700;kg/an
0006501169;TOTAL Raffinage France;2020;Air;Composés organiques volatils non méthaniques (COVNM);429000;kg/an
0006501529;HELIO PRINT (ex H2D ex QUEBECOR );2020;Air;Composés organiques volatils non méthaniques (COVNM);477000;kg/an
0006502851;RECTICEL- PROSEAT;2020;Air;Composés organiques volatils non méthaniques (COVNM);31200;kg/an
0006503162;STORENGY SA site de Beynes;2020;Air;Composés organiques volatils non méthaniques (COVNM);31200;kg/an
0006503268;RENAULT FLINS;2020;Air;Composés organiques volatils non méthaniques (COVNM);372000;kg/an
0006503449;PEUGEOT CITROEN POISSY SNC;2020;Air;Composés organiques volatils non méthaniques (COVNM);60200;kg/an
0006503970;HELIO CORBEIL;2020;Air;Composés organiques volatils non méthaniques (COVNM);301000;kg/an
0006600430;Société EXPANSIA;2020;Air;Composés organiques volatils non méthaniques (COVNM);87100;kg/an
0006600432;SANOFI-CHIMIE;2020;Air;Composés organiques volatils non méthaniques (COVNM);134000;kg/an
0006600459;KONINGS SPIRIT & DRINKS FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);33100;kg/an
0006600672;SIRAP GEMA;2020;Air;Composés organiques volatils non méthaniques (COVNM);198000;kg/an
0006600803;UNION DES DISTILLERIES DE LA MEDITERRANE;2020;Air;Composés organiques volatils non méthaniques (COVNM);70400;kg/an
0006600901;GHM (GRANDES HUILERIES MEDIACO);2020;Air;Composés organiques volatils non méthaniques (COVNM);84800;kg/an
0006600904;HIRSCH FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);235000;kg/an
0006601003;GDH (GESTION DE DEPOTS D'HYDROCARBURES);2020;Air;Composés organiques volatils non méthaniques (COVNM);79700;kg/an
0006601281;SAIPOL;2020;Air;Composés organiques volatils non méthaniques (COVNM);392000;kg/an
0006700404;ROQUETTE FRERES;2020;Air;Composés organiques volatils non méthaniques (COVNM);30800;kg/an
0006700407;SOCIETE EUROPEENNE DE STOCKAGE D1;2020;Air;Composés organiques volatils non méthaniques (COVNM);36300;kg/an
0006700446;AMCOR Speciality Cartons France SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);70900;kg/an
0006700469;CONSTELLIUM NEUF BRISACH;2020;Air;Composés organiques volatils non méthaniques (COVNM);135000;kg/an
0006700478;DARAMIC SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);132000;kg/an
0006700515;Burda Druck France (ex BRAUN);2020;Air;Composés organiques volatils non méthaniques (COVNM);37600;kg/an
0006700537;AMCOR (ex ALCAN);2020;Air;Composés organiques volatils non méthaniques (COVNM);210000;kg/an
0006700538;ALSACHIMIE;2020;Air;Composés organiques volatils non méthaniques (COVNM);49000;kg/an
0006700643;TEREOS STARCH & SWEETENERS EUROPE;2020;Air;Composés organiques volatils non méthaniques (COVNM);32300;kg/an
0006700806;KNAUF INDUSTRIES (anc ISOBOX TECHN);2020;Air;Composés organiques volatils non méthaniques (COVNM);58900;kg/an
0006701518;FAURECIA INSPIRING MOBILITY;2020;Air;Composés organiques volatils non méthaniques (COVNM);79300;kg/an
0006702557;CFS CELLPACK PACKAGING;2020;Air;Composés organiques volatils non méthaniques (COVNM);159000;kg/an
0006802344;AIRBUS OPERATIONS SAS site Clément Ader;2020;Air;Composés organiques volatils non méthaniques (COVNM);209000;kg/an
0006802353;AIRBUS OPERATIONS SAS  St Martin du TOUCH;2020;Air;Composés organiques volatils non méthaniques (COVNM);64900;kg/an
0006802544;BASF HEALTH AND CARE PRODUCTS FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);43400;kg/an
0007000481;HSWT;2020;Air;Composés organiques volatils non méthaniques (COVNM);202000;kg/an
0007000483;ARKEMA FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);94600;kg/an
0007000499;PPG;2020;Air;Composés organiques volatils non méthaniques (COVNM);42500;kg/an
0007000535;Nexans  France - atelier coulée;2020;Air;Composés organiques volatils non méthaniques (COVNM);37500;kg/an
0007000589;INEOS STYROLUTION FRANCE SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);108000;kg/an
0007000631;VALLOUREC  OIL AND GAS FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);80900;kg/an
0007000676;MILLET AFR;2020;Air;Composés organiques volatils non méthaniques (COVNM);37900;kg/an
0007000681;BOMBARDIER TRANSPORTS FRANCE S.A.S.;2020;Air;Composés organiques volatils non méthaniques (COVNM);33900;kg/an
0007000705;SCORI;2020;Air;Composés organiques volatils non méthaniques (COVNM);43300;kg/an
0007000711;SASA;2020;Air;Composés organiques volatils non méthaniques (COVNM);64900;kg/an
0007000727;RENAULT DOUAI SNC;2020;Air;Composés organiques volatils non méthaniques (COVNM);64800;kg/an
0007000757;INGREDIA;2020;Air;Composés organiques volatils non méthaniques (COVNM);79300;kg/an
0007000766;POLYCHIM Industrie SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);42900;kg/an
0007000789;POLYNT COMPOSITES FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);100000;kg/an
0007000794;VERSALIS FRANCE SAS Dunes;2020;Air;Composés organiques volatils non méthaniques (COVNM);681000;kg/an
0007000832;MAUBEUGE CONSTRUCTION AUTOMOBILE (MCA);2020;Air;Composés organiques volatils non méthaniques (COVNM);343000;kg/an
0007000854;BALL PACKAGING EUROPE BIERNE SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);881000;kg/an
0007000918;TOTAL Raffinage France SA;2020;Air;Composés organiques volatils non méthaniques (COVNM);125000;kg/an
0007000936;TEREOS Sucrerie de Lillers;2020;Air;Composés organiques volatils non méthaniques (COVNM);33000;kg/an
0007000956;ARCELORMITTAL FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);268000;kg/an
0007000979;INTEROR;2020;Air;Composés organiques volatils non méthaniques (COVNM);97500;kg/an
0007001051;TEREOS (ex SICA PULPES DE BOIRY);2020;Air;Composés organiques volatils non méthaniques (COVNM);65800;kg/an
0007001092;PLASTIENVASE FRANCIA;2020;Air;Composés organiques volatils non méthaniques (COVNM);48600;kg/an
0007001833;TATA STEEL MAUBEUGE SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);165000;kg/an
0007002326;VERSALIS FRANCE SAS Fortelet;2020;Air;Composés organiques volatils non méthaniques (COVNM);152000;kg/an
0007002336;TT PLAST;2020;Air;Composés organiques volatils non méthaniques (COVNM);51700;kg/an
0007002731;TOYOTA M.M.F.;2020;Air;Composés organiques volatils non méthaniques (COVNM);302000;kg/an
0007201348;RHODIA  OPERATIONS (Groupe SOLVAY);2020;Air;Composés organiques volatils non méthaniques (COVNM);40900;kg/an
0007201406;HUTCHINSON SNC;2020;Air;Composés organiques volatils non méthaniques (COVNM);41400;kg/an
0007202185;SOYAUX PLASTIQUES COMPLEXAGE;2020;Air;Composés organiques volatils non méthaniques (COVNM);130000;kg/an
0010000194;FIABILA;2020;Air;Composés organiques volatils non méthaniques (COVNM);147000;kg/an
0010000329;ETHYPHARM;2020;Air;Composés organiques volatils non méthaniques (COVNM);32100;kg/an
0010000740;STMICROELECTRONICS SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);91600;kg/an
0010001019;S.I.D.E.S.U.P;2020;Air;Composés organiques volatils non méthaniques (COVNM);37500;kg/an
0010001078;Joffrey Carré;2020;Air;Composés organiques volatils non méthaniques (COVNM);41600;kg/an
0010001229;ISOSSOL;2020;Air;Composés organiques volatils non méthaniques (COVNM);95300;kg/an
0010001462;VWR INTERN;2020;Air;Composés organiques volatils non méthaniques (COVNM);127000;kg/an
0010001674;SANOFI WINTHROP INDUSTRIE;2020;Air;Composés organiques volatils non méthaniques (COVNM);49700;kg/an
0010001770;STORENGY;2020;Air;Composés organiques volatils non méthaniques (COVNM);72700;kg/an
0010001788;FAURECIA AUTOMOTIVE COMPOSITES;2020;Air;Composés organiques volatils non méthaniques (COVNM);59900;kg/an
0010001790;IDI COMPOSITES INTERNATIONAL EUROPE;2020;Air;Composés organiques volatils non méthaniques (COVNM);47100;kg/an
0010004585;SWISS KRONO;2020;Air;Composés organiques volatils non méthaniques (COVNM);131000;kg/an
0010400104;NOVAPEX;2020;Air;Composés organiques volatils non méthaniques (COVNM);119000;kg/an
0005200351;SIMOREP & CIE- CS MICHELIN;2020;Air;Composés organiques volatils non méthaniques (COVNM);324000;kg/an
0005201506;Usine DRT Castets;2020;Air;Composés organiques volatils non méthaniques (COVNM);80000;kg/an
0005201748;SÉBASTIEN LABARRIERE;2020;Air;Composés organiques volatils non méthaniques (COVNM);36200;kg/an
0005201806;MLPC International SA;2020;Air;Composés organiques volatils non méthaniques (COVNM);63600;kg/an
0005201807;EGGER Panneaux & Décors;2020;Air;Composés organiques volatils non méthaniques (COVNM);476000;kg/an
0005201998;ALKION TERMINALS [Ex LBC BAYONNE];2020;Air;Composés organiques volatils non méthaniques (COVNM);40400;kg/an
0005202690;ARKEMA France;2020;Air;Composés organiques volatils non méthaniques (COVNM);247000;kg/an
0005202716;NOVEAL SA;2020;Air;Composés organiques volatils non méthaniques (COVNM);71700;kg/an
0005202718;FINORGA SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);127000;kg/an
0005302487;AUGROS COSMETIC PACKAGING;2020;Air;Composés organiques volatils non méthaniques (COVNM);89700;kg/an
0005401115;Corden Pharma (ex. SYNKEM);2020;Air;Composés organiques volatils non méthaniques (COVNM);137000;kg/an
0005600007;MANITOWOC CRANE GROUP FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);55400;kg/an
0005600022;ADISSEO FRANCE S.A.S;2020;Air;Composés organiques volatils non méthaniques (COVNM);383000;kg/an
0005600027;COSMETIQUE ACTIVE PRODUCTION;2020;Air;Composés organiques volatils non méthaniques (COVNM);91300;kg/an
0005600068;ALL CHEM;2020;Air;Composés organiques volatils non méthaniques (COVNM);83100;kg/an
0005600220;BARBIER CHAVANON;2020;Air;Composés organiques volatils non méthaniques (COVNM);144000;kg/an
0005600245;FAREVA LA VALLEE;2020;Air;Composés organiques volatils non méthaniques (COVNM);40200;kg/an
0005600266;BARBIER LA GUIDE;2020;Air;Composés organiques volatils non méthaniques (COVNM);68800;kg/an
0005600326;TRELLEBORG INDUSTRIE;2020;Air;Composés organiques volatils non méthaniques (COVNM);39800;kg/an
0005702129;CRISTAL UNION;2020;Air;Composés organiques volatils non méthaniques (COVNM);39900;kg/an
0005800349;ESSO RAFFINAGE;2020;Air;Composés organiques volatils non méthaniques (COVNM);1980000;kg/an
0005800375;ASHLAND SPECIALTIES France;2020;Air;Composés organiques volatils non méthaniques (COVNM);492000;kg/an
0005800409;RENAULT S.N.C.;2020;Air;Composés organiques volatils non méthaniques (COVNM);517000;kg/an
0005800459;BUTAGAZ - Site de Petit-Couronne;2020;Air;Composés organiques volatils non méthaniques (COVNM);75800;kg/an
0005800509;ORIL INDUSTRIE;2020;Air;Composés organiques volatils non méthaniques (COVNM);992000;kg/an
0005800763;BARRY CALLEBAUT FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);61300;kg/an
0005800821;STEINER;2020;Air;Composés organiques volatils non méthaniques (COVNM);37700;kg/an
0005802648;BASF Agri-Production SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);165000;kg/an
0005902685;INOVYN France;2020;Air;Composés organiques volatils non méthaniques (COVNM);63600;kg/an
0006102081;HEXCEL COMPOSITES SA;2020;Air;Composés organiques volatils non méthaniques (COVNM);48600;kg/an
0006102822;PCAS - SEQENS;2020;Air;Composés organiques volatils non méthaniques (COVNM);183000;kg/an
0006102836;NCV PRODUCTION;2020;Air;Composés organiques volatils non méthaniques (COVNM);178000;kg/an
0006103499;BECKER INDUSTRIE;2020;Air;Composés organiques volatils non méthaniques (COVNM);115000;kg/an
0006104103;CREALIS;2020;Air;Composés organiques volatils non méthaniques (COVNM);35400;kg/an
0006104242;ENTREPOT PETROLIER DE LYON;2020;Air;Composés organiques volatils non méthaniques (COVNM);39000;kg/an
0006201748;URSA FRANCE;2020;Air;Composés organiques volatils non méthaniques (COVNM);282000;kg/an
0006202396;EGGER PANNEAUX ET DECORS;2020;Air;Composés organiques volatils non méthaniques (COVNM);138000;kg/an
0006300930;CROWN EMBALLAGE FRANCE SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);108000;kg/an
0006301147;BUISARD S.A.;2020;Air;Composés organiques volatils non méthaniques (COVNM);41200;kg/an
0006301184;ACI Usine du Mans;2020;Air;Composés organiques volatils non méthaniques (COVNM);43800;kg/an
0006301274;FOCAST CHATEAUBRIANT;2020;Air;Composés organiques volatils non méthaniques (COVNM);50300;kg/an
0006301709;STOROPACk France SAS site de saint sébastien sur loire;2020;Air;Composés organiques volatils non méthaniques (COVNM);69900;kg/an
0006301804;DECOTEC;2020;Air;Composés organiques volatils non méthaniques (COVNM);46200;kg/an
0006302382;BOUYER LEROUX SA;2020;Air;Composés organiques volatils non méthaniques (COVNM);35600;kg/an
0006302840;SCHUR FLEXIBLE UNI FLEXO (ex SAC EMBAL);2020;Air;Composés organiques volatils non méthaniques (COVNM);259000;kg/an
0006400318;MANE ET FILS NOTRE-DAME;2020;Air;Composés organiques volatils non méthaniques (COVNM);124000;kg/an
0006400319;MANE ET FILS LA SARREE;2020;Air;Composés organiques volatils non méthaniques (COVNM);75400;kg/an
0006400327;CENTIPHARM;2020;Air;Composés organiques volatils non méthaniques (COVNM);37000;kg/an
0006400627;STOGAZ Marignane;2020;Air;Composés organiques volatils non méthaniques (COVNM);36800;kg/an
0006400839;SANOFI CHIMIE;2020;Air;Composés organiques volatils non méthaniques (COVNM);64800;kg/an
0006400928;APPRYL;2020;Air;Composés organiques volatils non méthaniques (COVNM);59500;kg/an
0006400957;FLUXEL SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);300000;kg/an
0006400998;SOLAMAT MEREX;2020;Air;Composés organiques volatils non méthaniques (COVNM);37000;kg/an
0006401001;FLUXEL;2020;Air;Composés organiques volatils non méthaniques (COVNM);150000;kg/an
0006401008;Basell Polyoléfines France SAS;2020;Air;Composés organiques volatils non méthaniques (COVNM);672000;kg/an
0006402078;KNAUF SUD - Rousset;2020;Air;Composés organiques volatils non méthaniques (COVNM);178000;kg/an
0006503325;SEQENS (ex PCAS );2020;Air;Composés organiques volatils non méthaniques (COVNM);116000;kg/an
